"","Kingdom","Phylum","Class","Order","Family","Genus"
"ESV_10911","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","Oligoflexaceae","Family Oligoflexaceae"
"ESV_10914","Bacteria","Proteobacteria","Deltaproteobacteria","SAR324_clade(Marine_group_B)","Order SAR324_clade(Marine_group_B)","Order SAR324_clade(Marine_group_B)"
"ESV_10917","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Gemmata"
"ESV_1092","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","Pyrinomonadales","Pyrinomonadaceae","RB41"
"ESV_10920","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Archangiaceae","Anaeromyxobacter"
"ESV_10921","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Family Gemmataceae"
"ESV_10924","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Order Chitinophagales","Order Chitinophagales"
"ESV_10925","Bacteria","Patescibacteria","Parcubacteria","Class Parcubacteria","Class Parcubacteria","Class Parcubacteria"
"ESV_10929","Bacteria","Patescibacteria","Parcubacteria","Class Parcubacteria","Class Parcubacteria","Class Parcubacteria"
"ESV_1093","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"ESV_10936","Bacteria","Chlamydiae","Chlamydiae","Chlamydiales","Parachlamydiaceae","Neochlamydia"
"ESV_10937","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Candidatus_Gigarickettsia"
"ESV_10938","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20","Family 0319-6G20"
"ESV_10939","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Fimbriiglobus"
"ESV_10940","","Kingdom ","Kingdom ","Kingdom ","Kingdom ","Kingdom "
"ESV_10941","Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","Family Paracaedibacteraceae"
"ESV_10942","Bacteria","Proteobacteria","Deltaproteobacteria","SAR324_clade(Marine_group_B)","Order SAR324_clade(Marine_group_B)","Order SAR324_clade(Marine_group_B)"
"ESV_10943","Bacteria","Patescibacteria","Parcubacteria","Candidatus_Nomurabacteria","Order Candidatus_Nomurabacteria","Order Candidatus_Nomurabacteria"
"ESV_1095","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","Family JG30-KF-CM45"
"ESV_1097","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavihumibacter"
"ESV_1098","Bacteria","Fibrobacteres","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","Family Fibrobacteraceae"
"ESV_10981","Bacteria","Chloroflexi","OLB14","Class OLB14","Class OLB14","Class OLB14"
"ESV_1099","Bacteria","Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10"
"ESV_10994","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"ESV_10995","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","Family WD2101_soil_group"
"ESV_10996","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Family Chitinophagaceae"
"ESV_11","Bacteria","Firmicutes","Bacilli","Bacillales","Family_XII","Exiguobacterium"
"ESV_110","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Xylophilus"
"ESV_11003","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","Family JG30-KF-CM45"
"ESV_11004","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","Blastocatellales","Blastocatellaceae","Family Blastocatellaceae"
"ESV_11005","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter"
"ESV_11007","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","Family WD2101_soil_group"
"ESV_11009","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"ESV_1101","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","A0839","Family A0839"
"ESV_11013","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","Tepidisphaeraceae","Tepidisphaera"
"ESV_11018","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Fimbriiglobus"
"ESV_11019","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium"
"ESV_1102","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas"
"ESV_11020","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","MSB-4B10","Family MSB-4B10"
"ESV_11021","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"ESV_11022","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Gemmata"
"ESV_11023","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia"
"ESV_11024","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"ESV_1104","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola"
"ESV_1106","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","NS9_marine_group","Family NS9_marine_group"
"ESV_1107","Bacteria","Patescibacteria","Parcubacteria","Candidatus_Nomurabacteria","Order Candidatus_Nomurabacteria","Order Candidatus_Nomurabacteria"
"ESV_111","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Family Chitinophagaceae"
"ESV_11102","Bacteria","Cyanobacteria","Oxyphotobacteria","Leptolyngbyales","Leptolyngbyaceae","Family Leptolyngbyaceae"
"ESV_1111","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Nostocaceae","Nostoc_PCC-73102"
"ESV_11118","","Kingdom ","Kingdom ","Kingdom ","Kingdom ","Kingdom "
"ESV_1112","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","Family Microscillaceae"
"ESV_11120","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","Tepidisphaeraceae","Family Tepidisphaeraceae"
"ESV_11122","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Family Caldilineaceae"
"ESV_11124","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia"
"ESV_11125","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Family Gemmataceae"
"ESV_11127","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_(Subgroup_3)","Bryobacter"
"ESV_11129","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Order Verrucomicrobiales","Order Verrucomicrobiales"
"ESV_1113","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Order Cytophagales","Order Cytophagales"
"ESV_11131","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Family Caldilineaceae"
"ESV_11135","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Gemmata"
"ESV_11136","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","Family A4b"
"ESV_11141","Bacteria","Patescibacteria","Gracilibacteria","Absconditabacteriales_(SR1)","Order Absconditabacteriales_(SR1)","Order Absconditabacteriales_(SR1)"
"ESV_11142","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"ESV_11143","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium"
"ESV_11144","","Kingdom ","Kingdom ","Kingdom ","Kingdom ","Kingdom "
"ESV_11145","Bacteria","Patescibacteria","Parcubacteria","Candidatus_Moranbacteria","Order Candidatus_Moranbacteria","Order Candidatus_Moranbacteria"
"ESV_11146","Bacteria","Patescibacteria","Gracilibacteria","Absconditabacteriales_(SR1)","Order Absconditabacteriales_(SR1)","Order Absconditabacteriales_(SR1)"
"ESV_11147","Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria"
"ESV_11148","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS_17","Family env.OPS_17"
"ESV_11149","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"ESV_1115","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Family Rhodanobacteraceae"
"ESV_11151","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Sandaracinus"
"ESV_1117","Bacteria","Actinobacteria","Actinobacteria","Kineosporiales","Kineosporiaceae","Quadrisphaera"
"ESV_1119","Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria"
"ESV_1120","Bacteria","Bacteroidetes","Rhodothermia","Rhodothermales","Rhodothermaceae","Family Rhodothermaceae"
"ESV_11202","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Chroococcidiopsaceae","Family Chroococcidiopsaceae"
"ESV_11206","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14","Family 67-14"
"ESV_11207","Bacteria","Acidobacteria","Subgroup_6","Class Subgroup_6","Class Subgroup_6","Class Subgroup_6"
"ESV_11208","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter"
"ESV_11209","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodomicrobiaceae","Rhodomicrobium"
"ESV_11210","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","Family WD2101_soil_group"
"ESV_11215","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","Family A4b"
"ESV_11217","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Order Saccharimonadales","Order Saccharimonadales"
"ESV_11219","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Family Gemmataceae"
"ESV_11220","Bacteria","Chloroflexi","Ktedonobacteria","C0119","Order C0119","Order C0119"
"ESV_11221","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","Family WD2101_soil_group"
"ESV_11224","Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria"
"ESV_11227","Bacteria","Chlamydiae","Chlamydiae","Chlamydiales","Parachlamydiaceae","Neochlamydia"
"ESV_1123","Bacteria","Proteobacteria","Phylum Proteobacteria","Phylum Proteobacteria","Phylum Proteobacteria","Phylum Proteobacteria"
"ESV_11233","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","Order RBG-13-54-9","Order RBG-13-54-9"
"ESV_11234","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Rhizobacter"
"ESV_11235","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Family Beijerinckiaceae"
"ESV_11236","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"ESV_11237","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20","Family 0319-6G20"
"ESV_11238","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Arcicella"
"ESV_11239","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Janibacter"
"ESV_1124","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Family Burkholderiaceae"
"ESV_1128","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_(Subgroup_3)","Bryobacter"
"ESV_113","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
"ESV_1130","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","Family Saprospiraceae"
"ESV_1131","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Family Devosiaceae"
"ESV_1132","Bacteria","FBP","Phylum FBP","Phylum FBP","Phylum FBP","Phylum FBP"
"ESV_11328","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia"
"ESV_1133","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","CL500-29_marine_group"
"ESV_1134","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Rubinisphaeraceae","SH-PL14"
"ESV_11351","Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria"
"ESV_11354","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Family Chitinophagaceae"
"ESV_11355","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Family Caldilineaceae"
"ESV_1136","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter"
"ESV_11361","Bacteria","Actinobacteria","Acidimicrobiia","IMCC26256","Order IMCC26256","Order IMCC26256"
"ESV_11363","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Hydrogenibacillus"
"ESV_11366","Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae","Family Isosphaeraceae"
"ESV_11368","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02"
"ESV_11376","Bacteria","Proteobacteria","Deltaproteobacteria","Class Deltaproteobacteria","Class Deltaproteobacteria","Class Deltaproteobacteria"
"ESV_11379","Bacteria","Proteobacteria","Deltaproteobacteria","Class Deltaproteobacteria","Class Deltaproteobacteria","Class Deltaproteobacteria"
"ESV_11380","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Order Cytophagales","Order Cytophagales"
"ESV_11381","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20","Family 0319-6G20"
"ESV_11382","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20","Family 0319-6G20"
"ESV_11383","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","Oligoflexaceae","Family Oligoflexaceae"
"ESV_11384","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"ESV_11385","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax"
"ESV_11386","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola"
"ESV_11387","Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae","Singulisphaera"
"ESV_11388","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27_clade"
"ESV_1139","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter"
"ESV_114","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter"
"ESV_1142","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter"
"ESV_11428","","Kingdom ","Kingdom ","Kingdom ","Kingdom ","Kingdom "
"ESV_1143","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","Order Planctomycetales","Order Planctomycetales"
"ESV_1144","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia"
"ESV_1145","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella"
"ESV_11453","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84","Family SC-I-84"
"ESV_11454","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Order Frankiales","Order Frankiales"
"ESV_11455","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","Family JG30-KF-CM45"
"ESV_11456","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Anoxybacillus"
"ESV_11457","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Phormidiaceae","Tychonema_CCAP_1459-11B"
"ESV_11458","Bacteria","Patescibacteria","Gracilibacteria","Class Gracilibacteria","Class Gracilibacteria","Class Gracilibacteria"
"ESV_11459","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Family Caldilineaceae"
"ESV_1146","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","Family A4b"
"ESV_11463","Bacteria","Proteobacteria","Gammaproteobacteria","Class Gammaproteobacteria","Class Gammaproteobacteria","Class Gammaproteobacteria"
"ESV_11464","","Kingdom ","Kingdom ","Kingdom ","Kingdom ","Kingdom "
"ESV_11466","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Family Gemmataceae"
"ESV_1147","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"ESV_11470","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Family Gemmataceae"
"ESV_11471","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","11-24","Order 11-24","Order 11-24"
"ESV_11474","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","AKYH767","Family AKYH767"
"ESV_11475","Bacteria","Armatimonadetes","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","Family Fimbriimonadaceae"
"ESV_11476","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","Family JG30-KF-CM45"
"ESV_11477","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Order Micrococcales","Order Micrococcales"
"ESV_11479","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Family Pirellulaceae"
"ESV_1148","Bacteria","Cyanobacteria","Oxyphotobacteria","Phormidesmiales","Phormidesmiaceae","Phormidesmis_ANT.LACV5.1"
"ESV_11485","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Candidatus_Alysiosphaera"
"ESV_11486","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","Family WD2101_soil_group"
"ESV_11487","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Paeniglutamicibacter"
"ESV_11488","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Aureimonas"
"ESV_11489","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Order Myxococcales","Order Myxococcales"
"ESV_1149","Bacteria","Cyanobacteria","Oxyphotobacteria","Pseudanabaenales","Pseudanabaenaceae","Synechococcus_PCC-7502"
"ESV_11490","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas"
"ESV_11491","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"ESV_11492","Bacteria","Actinobacteria","Acidimicrobiia","Class Acidimicrobiia","Class Acidimicrobiia","Class Acidimicrobiia"
"ESV_11493","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Lautropia"
"ESV_11494","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Order Frankiales","Order Frankiales"
"ESV_11495","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia"
"ESV_11496","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Fimbriiglobus"
"ESV_115","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","Blastocatellales","Blastocatellaceae","Blastocatella"
"ESV_1150","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","Family Microscillaceae"
"ESV_1151","Bacteria","Cyanobacteria","Sericytochromatia","Class Sericytochromatia","Class Sericytochromatia","Class Sericytochromatia"
"ESV_1152","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Family Rhodanobacteraceae"
"ESV_1154","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Amaricoccus"
"ESV_1156","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","Family WD2101_soil_group"
"ESV_1157","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Coleofasciculaceae","Wilmottia_Ant-Ph58"
